"","ba�os","m2","jardin","ascensor","parking","piscina","terraza","habitaciones","a_reformar","tipo_vendedor","tipo_inmueble","latitude","longitude","precio","precio_final","distrito","planta","vistas","variacion_precio","dias_venta"
"2244",2,93,0,1,1,0,1,4,1,1,1,39.4725771,-0.3552314,181000,175000,"el pla del real",1,"exterior",-6000,51
"2263",3,140,0,1,NA,NA,NA,3,0,2,1,39.4753687,-0.3728654,440000,440000,"ciutat vella",3,"exterior",0,20
"2604",1,50,1,1,1,1,0,1,0,2,1,39.4470065,-0.369676,135000,135000,"quatre carreres",1,"exterior",0,28
"2634",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"FALSE",0,"FALSE",1,0
"2715",2,129,NA,1,0,NA,NA,5,0,2,1,39.4604371,-0.3759712,285000,285000,"l'eixample",3,"exterior",0,28
"2780",3,264,NA,1,0,NA,1,7,0,2,1,39.4676544,-0.3691613,550000,550000,"l'eixample",2,"exterior",0,28
"2857",3,236,NA,1,1,NA,1,5,0,2,1,39.4697792,-0.3713876,690000,690000,"ciutat vella",8,"exterior",0,49
"2885",1,111,NA,1,0,NA,NA,5,1,2,1,39.4597404,-0.376408,205000,205000,"l'eixample",3,"exterior",0,28
"2948",1,88,0,1,0,0,1,3,0,2,1,39.4815023,-0.3258288,270000,270000,"poblats marítims",4,"exterior",0,24
"2955",1,87,0,0,0,0,0,3,0,2,1,39.4524328,-0.404826,101000,101000,"patraix",4,"exterior",0,12
"2967",1,73,0,0,0,0,0,3,1,2,1,39.4995037,-0.3953058,40400,40400,"benicalap",5,"",0,13
"3016",2,135,NA,NA,NA,NA,NA,4,0,2,1,39.4855407,-0.3303074,207000,207000,"poblats marítims",1,"",0,37
"3049",2,88,0,1,0,0,1,2,0,2,1,39.4670353,-0.3742458,1000000,1000000,"ciutat vella",4,"exterior",0,28
"3062",4,276,0,1,1,0,NA,4,0,2,1,39.4675267,-0.3741884,995000,995000,"l'eixample",8,"exterior",0,28
